,Performer,Song,Explicit Content,Track Popularity
517,Bryan Adams,Please Forgive Me,False,54.0
518,Dinah Washington & Brook Benton,A Rockin' Good Way (To Mess Around And Fall In Love),False,47.0
519,Hootie & The Blowfish,Only Wanna Be With You,False,69.0
520,The Tommy Dorsey Orchestra,Tea For Two Cha Cha,,
521,Steve Lawrence,Pretty Blue Eyes,False,38.0
522,Stevie Wonder,A Place In The Sun,False,51.0
523,The Winstons,Color Him Father,False,33.0
524,Ringo Starr,Back Off Boogaloo,False,36.0
525,Curtis Mayfield,Superfly,False,55.0
526,John Cougar Mellencamp,Crumblin' Down,False,45.0
527,M.C. Hammer,2 Legit 2 Quit,,
528,Robyn,Do You Know (What It Takes),False,41.0
529,Twista,Overnight Celebrity,True,66.0
530,Ray Peterson,"Corinna, Corinna",False,9.0
531,"Esther Phillips ""Little Esther""",Release Me,False,24.0
532,The Serendipity Singers,Don't Let The Rain Come Down (Crooked Little Man),False,17.0
533,Herb Alpert & The Tijuana Brass,Taste Of Honey,False,49.0
534,Brook Benton,Rainy Night In Georgia/Rubberneckin',,
535,David Cassidy,Cherish,False,35.0
536,The Beach Boys,Rock And Roll Music,False,30.0
537,The Pointer Sisters,Slow Hand,False,54.0
538,Journey,Don't Stop Believin',False,81.0
539,Lionel Richie,Penny Lover,False,48.0
540,Prince And The Revolution,Pop Life,False,52.0
541,Phil Collins,Take Me Home,False,57.0
542,Backstreet Boys,Shape Of My Heart,False,76.0
543,Ashanti,Rock Wit U (Awww Baby),False,65.0
544,Kent Jones,Don't Mind,True,68.0
545,Jimmy Dean,P.T. 109,,
546,Johnny Tillotson,Talk Back Trembling Lips,False,35.0
547,Stevie Wonder,Shoo-Be-Doo-Be-Doo-Da-Day,,
548,Fleetwood Mac,Don't Stop,False,68.0
549,Barry Manilow,Ships,False,39.0
550,Daryl Hall John Oates,One On One,False,51.0
551,Stevie Nicks,Stand Back,False,55.0
552,Madonna,Angel,False,47.0
553,INXS,Suicide Blonde,False,48.0
554,Toni Braxton,Breathe Again,False,55.0
555,Elton John,"Can You Feel The Love Tonight (From ""The Lion King"")",False,60.0
556,Christina Aguilera,Come On Over Baby (All I Want Is You),False,64.0
557,Truth Hurts Featuring Rakim,Addictive,,
558,Kanye West Featuring Syleena Johnson,All Falls Down,True,73.0
559,Chantay's,Pipeline,False,41.0
560,The Capitols,Cool Jerk,False,49.0
561,Van Morrison,Domino,False,59.0
562,Daryl Hall John Oates,Rich Girl,False,71.0
563,Stray Cats,Stray Cat Strut,False,51.0
564,Stray Cats,(she's) Sexy + 17,False,42.0
565,Bryan Adams,Summer Of '69,False,81.0
566,John Mellencamp,Small Town,False,64.0
567,Natalie Cole,Pink Cadillac,False,40.0
568,Def Leppard,Armageddon It,False,54.0
569,Britney Spears,Oops!...I Did It Again,,
570,Shaggy Featuring Rayvon,Angel,False,73.0
571,Journey,Be Good To Yourself,False,48.0
572,Ugly Kid Joe,Cat's In The Cradle,False,63.0
573,2Pac,Dear Mama/Old School,,
574,John Mellencamp,Paper In Fire,False,48.0
575,TLC,Ain't 2 Proud 2 Beg,False,49.0
576,Maroon 5,She Will Be Loved,False,81.0
577,Kelly Clarkson,Because Of You,False,73.0
578,Roy Orbison,Blue Angel,False,40.0
579,Grand Funk,Bad Time,False,40.0
580,Starship,Sara,False,57.0
581,Cher & Peter Cetera,"After All (Love Theme From ""Chances Are"")",False,63.0
582,Tina Turner,Better Be Good To Me,False,45.0
583,Rae Sremmurd Featuring Gucci Mane,Black Beatles,True,78.0
584,Billy Preston,Outa-Space,,
585,The Hollies,Bus Stop,False,48.0
586,Debarge,Rhythm Of The Night,False,66.0
587,Diddy Featuring Nicole Scherzinger,Come To Me,True,51.0
588,Ben E. King,Stand By Me,False,78.0
589,Electric Light Orchestra,Don't Bring Me Down,False,71.0
590,Bobby Rydell,Swingin' School,False,19.0
591,Rick Nelson,Teen Age Idol,,
592,Elvis Presley With The Jordanaires,She's Not You,,
593,Brenda Lee,That's All You Gotta Do,False,30.0
594,Joey Dee & the Starliters,Shout - Part I,,
595,Four Tops,Standing In The Shadows Of Love,False,46.0
596,Nelly Furtado,Say It Right,False,57.0
597,Connie Francis,Breakin' In A Brand New Broken Heart,False,19.0
598,Kendrick Lamar & SZA,All The Stars,True,80.0
599,Robyn,Show Me Love,False,61.0
600,Hurricane Chris,A Bay Bay,False,54.0
601,The Beatles,The Ballad Of John And Yoko,False,59.0
602,T-Pain Featuring Akon,Bartender,True,71.0
603,Migos,Stir Fry,True,76.0
604,Bobby Darin,Queen Of The Hop,False,30.0
605,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",C'mon Marianne,False,33.0
606,Lana Del Rey & Cedric Gervais,Summertime Sadness,False,64.0
607,Adam Wade,As If I Didn't Know,False,5.0
608,Dee Dee Sharp,Do The Bird,False,21.0
609,Jan & Dean,Dead Man's Curve,False,42.0
610,Ray Conniff And The Singers,"Somewhere, My Love",False,51.0
611,Billy Stewart,Summertime,False,41.0
612,Dionne Warwick,Do You Know The Way To San José,False,44.0
613,Friend And Lover,Reach Out Of The Darkness,False,37.0
614,The Guess Who,Share The Land,False,42.0
615,Jackson 5,Sugar Daddy,False,37.0
616,Paul McCartney,Take It Away,False,35.0
617,Culture Club,Church Of The Poison Mind,False,45.0
618,ZZ Top,Sleeping Bag,False,47.0
619,Wham!,The Edge Of Heaven,False,58.0
620,Bon Jovi,Bed Of Roses,False,74.0
621,Tony Toni Tone,Anniversary,False,55.0
622,Michael Bolton,Said I Loved You...But I Lied,,
623,Real McCoy,Another Night,False,60.0
624,Joey McIntyre,Stay The Same,False,42.0
625,Blaque,808,False,42.0
626,Kevon Edmonds,24-Jul,,
627,The Chiffons,Sweet Talkin' Guy,False,38.0
628,Tyrone Davis,Can I Change My Mind,False,39.0
629,Steppenwolf,Rock Me,False,37.0
630,Garfunkel,All I Know,False,42.0
631,LTD,(Every Time I Turn Around) Back In Love Again,,
632,Ronnie Milsap,(There's) No Gettin' Over Me,False,51.0
633,Daryl Hall John Oates,Did It In A Minute,False,37.0
634,Asia,Don't Cry,False,43.0
635,Bruce Springsteen,Cover Me,False,56.0
636,Perfect Gentlemen,Ooh La La (I Can't Get Over You),False,11.0
637,Roberta Flack With Maxi Priest,Set The Night To Music,False,37.0
638,Janet Jackson,Because Of Love,False,41.0
639,Avril Lavigne,Sk8er Boi,False,76.0
640,Frankie Avalon,A Boy Without A Girl,False,12.0
641,Sounds Orchestral,Cast Your Fate To The Wind,False,29.0
642,The Lovin' Spoonful,Do You Believe In Magic,False,66.0
643,Robert Parker,Barefootin',False,43.0
644,Alice Cooper,School's Out,False,67.0
645,Grand Funk,Some Kind Of Wonderful,False,61.0
646,Eddie Rabbitt,Step By Step,False,43.0
647,Mike Reno And Ann Wilson,Almost Paradise...Love Theme From Footloose,,
648,Harold Faltermeyer,Axel F,False,55.0
649,Gloria Estefan & Miami Sound Machine,Rhythm Is Gonna Get You,False,47.0
650,Prince,Alphabet St.,True,38.0
651,Tevin Campbell,Can We Talk,False,67.0
652,Backstreet Boys,Show Me The Meaning Of Being Lonely,False,67.0
653,Kylie Minogue,Can't Get You Out Of My Head,False,72.0
654,Jamie Foxx Featuring T-Pain,Blame It,True,67.0
655,Blues Magoos,(We Ain't Got) Nothin' Yet,False,37.0
656,Dusty Springfield,Son-Of-A Preacher Man,,
657,Free,All Right Now,False,72.0
658,The Grass Roots,Sooner Or Later,False,46.0
659,Les Crane,Desiderata,False,34.0
660,Betty Wright,Clean Up Woman,False,59.0
661,Sonny & Cher,A Cowboys Work Is Never Done,False,25.0
662,Michael Jackson,P.Y.T. (Pretty Young Thing),,
663,Vanessa Carlton,A Thousand Miles,False,77.0
664,Ruben Studdard,Sorry 2004,False,41.0
665,Franck Pourcel's French Fiddles,Only You,,
666,Four Tops,Ain't No Woman (Like The One I've Got),False,49.0
667,Men Without Hats,I Like,False,21.0
668,Pepsi & Shirlie,Heartache,,
669,Tommy Shaw,Ever Since The World Began,False,32.0
670,Holly Knight,Heart Don't Fail Me Now,False,8.0
671,Jake Owen,I Was Jack (You Were Diane),False,66.0
672,The Smothers Brothers,Jenny Brown,False,5.0
673,Bonnie & The Treasures,Home Of The Brave,,
674,The Young Rascals,I Ain't Gonna Eat Out My Heart Anymore,False,20.0
675,Jerry Butler,I Dig You Baby,False,16.0
676,Carla Thomas,I'll Always Have Faith In You,False,8.0
677,Leon Haywood,It's Got To Be Mellow,False,14.0
678,The Originals,God Bless Whoever Sent You,False,7.0
679,Lyn Collins,Me And My Baby Got A Good Thing Going,,
680,Brenda Lee,Nobody Wins,False,25.0
681,The Chi-lites,I Found Sunshine,False,16.0
682,"10,000 Maniacs",Like The Weather,,
683,Louie Louie,I Wanna Get Back With You,,
684,CeCe Peniston,Finally,False,63.0
685,Pretenders,Night In My Veins,False,33.0
686,Mark Morrison,Moan & Groan,False,25.0
687,Joe,I Wanna Know,False,65.0
688,T.O.K.,Gal Yuh Ah Lead,False,12.0
689,Cassie,Me & U,False,73.0
690,Pete Seeger,Little Boxes,False,47.0
691,The Hollies,Look Through Any Window,False,32.0
692,Four Tops,Loving You Is Sweeter Than Ever,False,35.0
693,"Earth, Wind & Fire",Mighty Mighty,False,48.0
694,High Inergy,He's A Pretender,,
695,Beats International,Dub Be Good To Me,False,22.0
696,Fred Schneider,Monster,False,17.0
697,Little Texas,My Love,False,44.0
698,Train,Marry Me,False,73.0
699,Passenger,Let Her Go,False,76.0
700,Dicky Doo And The Don'ts,Leave Me Alone (Let Me Cry),False,0.0
701,The Moody Blues,Go Now!,False,49.0
702,Just Us,I Can't Grow Peaches On A Cherry Tree,False,5.0
703,Jackie Wilson,I Don't Want To Lose You,False,19.0
704,The Shocking Blue,Mighty Joe,,
705,New York City,I'm Doin' Fine Now,False,15.0
706,Diving For Pearls,Gimme Your Good Lovin',,
707,L.A. Guns,It's Over Now,False,22.0
708,Debbie Gibson,Losin' Myself,False,18.0
709,Bobby Ross Avila,La La Love,,
710,Marty Robbins,It's Your World,False,19.0
711,Dionne Warwick,Looking With My Eyes,,
712,Friend And Lover,If Love Is In Your Heart,False,5.0
713,The Isley Brothers,Live It Up Part 1,False,8.0
714,Dr. Buzzard's Original Savannah Band,I'll Play The Fool,False,25.0
715,Peter Frampton,Lying,False,9.0
716,Atlantic Starr,If Your Heart Isn't In It,False,29.0
717,Joan Jett & the Blackhearts,Good Music,False,23.0
718,Damian Dame,Exclusivity,False,17.0
719,Coro,My Fallen Angel,False,35.0
720,Brett Young,Mercy,False,70.0
721,"Carl Dobkins, Jr.",Exclusively Yours,,
722,The Delacardos,Hold Back The Tears,False,2.0
723,The Cascades,For Your Sweet Love,False,9.0
724,Gerry And The Pacemakers,Give All Your Love To Me,False,16.0
725,Captain & Tennille,Love Will Keep Us Together,False,60.0
726,Matisyahu,King Without A Crown,False,56.0
727,Sam Hunt,Leave The Night On,False,66.0
728,Bryson Tiller,Exchange,True,80.0
729,Dan + Shay,How Not To,False,68.0
730,Clarence Henry,On Bended Knees,False,9.0
731,Linda Scott,Never In A Million Years,,
732,Good 2 Go,Never Satisfied,,
733,Paramore,Misery Business,False,72.0
734,Juanes,Me Enamora,False,63.0
735,Alan Jackson,Good Time,False,59.0
736,Eric Church,Like Jesus Does,False,56.0
737,Alessia Cara,Growing Pains,False,60.0
738,Les Compagnons De La Chanson,Down By The Riverside,,
739,Maurice Williams & The Zodiacs,I Remember,False,6.0
740,Nilsson,Me And My Arrow,False,44.0
741,Ten Years After,I'd Love To Change The World,False,55.0
742,Engelbert Humperdinck,I Never Said Goodbye,False,19.0
743,Cross Country,In The Midnight Hour,False,8.0
744,Twista Featuring Trey Songz,Girl Tonite,True,48.0
745,Billy Currington,Must Be Doin' Somethin' Right,False,64.0
746,Sick Puppies,Maybe,False,42.0
747,Jay Z Kanye West Featuring Frank Ocean,No Church In The Wild,True,63.0
748,Tim McGraw Featuring Faith Hill,Meanwhile Back At Mama's,False,54.0
749,The Weeknd,Earned It (Fifty Shades Of Grey),True,72.0
750,Cardi B,Money Bag,True,64.0
751,YoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo,I Am Who They Say I Am,True,69.0
752,Lady Gaga Featuring Colby O'Donis,Just Dance,False,68.0
753,DAY26,Got Me Going,False,40.0
754,Lukas Graham,Mama Said,False,68.0
755,Daryl Hall,I'm In A Philly Mood,False,31.0
756,C+C Music Factory,Keep It Comin' (Dance Till You Can't Dance No More!),,
757,Hey Violet,Guys My Age,True,65.0
758,Lobo,Love Me For What I Am/there Ain't No Way,,
759,Blake Shelton,Gonna,False,54.0
760,Jaye P. Morgan,Miss You,,
761,The Marvelettes,My Daddy Knows Best,False,12.0
762,Sergio Mendes & Brasil '66,Night And Day,False,38.0
763,Bar-Kays,Knucklehead,False,16.0
764,The Buffalo Springfield,On The Way Home,,
765,"John Wesley Ryles, I",Kay,False,4.0
766,Strawberry Alarm Clock,Good Morning Starshine,False,16.0
767,Mercy,Forever,False,19.0
768,Jane Birkin Serge Gainsbourg,Je T'Aime...Moi Non Plus,,
769,Millie Jackson,Leftovers,False,22.0
770,The Tourists,I Only Want To Be With You,,
771,Kon Kan,I Beg Your Pardon,False,44.0
772,Sting,Let Your Soul Be Your Pilot,False,38.0
773,Ray J,Everything You Want,False,12.0
774,M2M,Mirror Mirror,False,54.0
775,Audrey Arno And The Hazy Osterwald Sextet,La Pachanga,,
776,The Vejtables,I Still Love You,False,6.0
777,Dean Martin,Nobody's Baby Again,False,34.0
778,Eddy Arnold,Lonely Again,False,8.0
779,Joan Baez,Love Is Just A Four-Letter Word,,
780,The Newbeats,Groovin' (Out On Life),,
781,The Fuzz,I Love You For All Seasons,False,48.0
782,Merry Clayton,"Oh No, Not My Baby",,
783,Eddie Rabbitt,Gone Too Far,False,22.0
784,Night,Love On The Airwaves,False,0.0
785,Jennifer Holliday,No Frills Love,False,8.0
786,Bad Company,If You Needed Somebody,False,53.0
787,Blur,Girls & Boys,False,69.0
788,Ludacris Featuring Mystikal & Infamous 2.0,Move B***h,,
789,The Game Featuring Junior Reid,It's Okay (One Blood),True,50.0
790,Rick Ross Featuring John Legend,Magnificent,True,49.0
791,Patsy Cline,Leavin' On Your Mind,False,48.0
792,Julie Rogers,Like A Child,,
793,Z.Z. Hill,I Need Someone (To Love Me),,
794,Olivia Newton-John,Making A Good Thing Better,False,17.0
795,Suzanne Fellini,Love On The Phone,,
796,Dan Fogelberg,Go Down Easy,False,26.0
797,Commodores,Janet,False,26.0
798,Stevie Wonder & Michael Jackson,Get It,False,20.0
799,Fugees,Fu-Gee-La,,
800,BeBe Winans,In Harm's Way,False,32.0
801,Trey Songz Featuring Twista,Gotta Make It,False,47.0
802,Marcos Hernandez,If You Were Mine,,
803,Josh Kelley,Georgia Clay,False,36.0
804,Frank Sinatra,French Foreign Legion,False,24.0
805,Marv Johnson,Merry-Go-Round,,
806,James Ray,If You Gotta Make A Fool Of Somebody,False,20.0
807,Jerry Byrd,Memories Of Maria,,
808,The Righteous Brothers,Justine,False,7.0
809,The Cryan' Shames,I Wanna Meet You,,
810,Glen Campbell & Bobbie Gentry,Let It Be Me,False,6.0
811,The Turtles,Lady-O,,
812,Funkadelic,I Wanna Know If It's Good To You?,False,28.0
813,Redeye,Games,False,0.0
814,Donny Hathaway,Giving Up,False,35.0
815,Billy Paul,Let's Make A Baby,False,33.0
816,Ohio Players,O-H-I-O,,
817,Eric Martin,Information,False,3.0
818,Kenny Loggins,I'm Gonna Miss You,False,18.0
819,Billy Joel,"Lullabye (Goodnight, My Angel)",False,57.0
820,Camp Lo,Luchini aka (This Is It),False,58.0
821,Swizz Beatz,Money In The Bank,True,52.0
822,Keri Hilson,Energy,False,48.0
823,Jerrod Niemann,Drink To That All Night,False,61.0
824,The Quin-Tones,Down The Aisle Of Love,False,13.0
825,Anita Bryant,I Can't Do It By Myself,False,5.0
826,Floyd Cramer,Lovesick Blues,False,10.0
827,Wilmer And The Dukes,Give Me One More Chance,False,7.0
828,The Poppy Family,No Good To Cry,,
829,Eddie Kendricks,Eddie's Love,False,16.0
830,Lindisfarne,Lady Eleanor,False,39.0
831,Sly & The Family Stone,Loose Booty,False,29.0
832,Mack 10,Foe Life,True,54.0
833,Andrea Martin,Let Me Return The Favor,False,17.0
834,The Toy Dolls,Little Tin Soldier,False,2.0
835,Roger Miller,Heartbreak Hotel,False,8.0
836,James Last,Music From Across The Way,False,4.0
837,Independents,"Just As Long As You Need Me, Part I",,
838,AC/DC,Guns For Hire,False,45.0
839,Craig Campbell,Family Man,False,42.0
840,Carly Pearce,Every Little Thing,False,59.0
841,The Marvelettes,Forever,False,34.0
842,Len Barry,Lip Sync (To The Tongue Twisters),False,0.0
843,Bobby Goldsboro,Mornin Mornin,,
844,The Lettermen,Everything Is Good About You,False,19.0
845,Gayle McCormick,Gonna Be Alright Now,,
846,Candi Staton,"Lovin' You, Lovin' Me",False,6.0
847,Willie Nelson,Georgia On My Mind,False,49.0
848,Graham Nash,Innocent Eyes,False,10.0
849,Expose,In Walked Love,False,17.0
850,Teresa Brewer,Have You Ever Been Lonely (Have You Ever Been Blue),False,5.0
851,Bert Kaempfert And His Orchestra,Moon Over Naples,False,8.0
852,Maxine Brown,If You Gotta Make A Fool Of Somebody,False,2.0
853,Mary J. Blige Featuring The Game & 50 Cent,MJB Da MVP,False,48.0
854,Chris Janson,Drunk Girl,False,66.0
855,Chris Kenner,Land Of 1000 Dances,False,12.0
856,The Ritchie Family,I Want To Dance With You (Dance With Me),,
857,Kenny Loggins,I Believe In Love,False,32.0
858,Geoffrey Williams,It's Not A Love Thing,False,1.0
859,Kip Moore,Hey Pretty Girl,False,60.0
860,Miguel,How Many Drinks?,True,60.0
861,Lauv,I Like Me Better,False,84.0
862,Tony Bennett,Fly Me To The Moon (In Other Words),False,19.0
863,Edwin Starr,Headline News,False,16.0
864,Sundown Company,Norma Jean Wants To Be A Movie Star,,
865,Juvenile,From Her Mama (Mama Got A**),,
866,Josh Turner,Firecracker,False,49.0
867,Keith Urban,Everybody,False,40.0
868,Rita Coolidge,Fever/My Crew,,
869,Cole Swindell,Let Me See Ya Girl,False,60.0
870,MAX Featuring gnash,Lights Down Low,False,70.0
871,Sir Douglas Quintet,Mendocino,False,38.0
872,Carlos Santana & Buddy Miles,Evil Ways,False,33.0
873,Sage The Gemini Featuring Nick Jonas,Good Thing,True,50.0
874,Jackie DeShannon,Needles And Pins,False,25.0
875,Connie Francis,Forget Domani,False,18.0
876,Chase,Handbags And Gladrags,False,16.0
877,The Intruders,I Wanna Know Your Name,False,37.0
878,ZZ Top,La Grange,False,75.0
879,Technotronic Featuring Ya Kid K,Move It To The Rhythm,False,33.0
880,Gary Allan,Life Ain't Always Beautiful,False,48.0
881,Big & Rich,Look At You,False,50.0
882,Clubland,Hold On (Tighter To Love),False,18.0
883,Ray Charles,I'm A Fool To Care,,
884,Cole Swindell,Middle Of A Memory,False,66.0
885,Wisin Featuring Ozuna,Escapate Conmigo,False,77.0
886,Hot Chelle Rae Featuring New Boyz,I Like It Like That,False,64.0
887,"benny blanco, Tainy, Selena Gomez & J Balvin",I Can't Get Enough,,
888,Nicki Minaj Featuring Lil Wayne,High School,True,57.0
889,Skip And Flip,Fancy Nancy,False,5.0
890,Youngstown,I'll Be Your Everything,False,31.0
891,Drake,Fire & Desire,True,70.0
892,Brett Young,In Case You Didn't Know,False,74.0
893,Sister 7,Know What You Mean,,
894,Fat Joe,Envy/Firewater,,
895,Miranda Lambert,Little Red Wagon,False,56.0
896,The Kingsmen,Killer Joe,False,17.0
897,Scarface Featuring Jay-Z & Beanie Sigel,Guess Who's Back,True,54.0
898,Chris Rea,Let's Dance,False,45.0
899,Bardeux,Magic Carpet Ride,False,18.0
900,Babyface,For The Cool In You,False,47.0
901,The Hollies,I Can't Tell The Bottom From The Top,False,25.0
902,Tony Toni Tone,Leavin',False,26.0
903,Ruffneck Featuring Yavahn,Everybody Be Somebody,False,30.0
904,The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim,Notorious B.I.G.,False,0.0
905,Cassidy,I'm A Hustla,True,51.0
906,G-Eazy x Bebe Rexha,"Me, Myself & I",,
907,Ray Ellis,Midnight Lace,,
908,Rodney O & Joe Cooley,Humps For The Blvd.,,
909,Sean Paul Featuring Alexis Jordan,Got 2 Luv U,False,48.0
910,Eric Church,Mr. Misunderstood,False,60.0
911,Ray Ellis And His Orchestra,La Dolce Vita (The Sweet Life),,
912,The Smoke Ring,No Not Much,,
913,Andy Kim,It's Your Life,,
914,Little Richard,Greenwood Mississippi,False,24.0
915,Ann Peebles,I Pity The Fool,False,24.0
916,Dusk,I Hear Those Church Bells Ringing,,
917,Brooks & Dunn,My Maria,False,67.0
918,Angie Martinez Featuring Lil' Mo & Sacario,If I Could Go!,,
919,George Strait,How 'Bout Them Cowgirls,False,51.0
920,Lee Brice,Hard To Love,False,72.0
921,Tim McGraw,Lookin' For That Girl,False,39.0
922,RaeLynn,God Made Girls,False,56.0
923,The Village Stompers,From Russia With Love,False,7.0
924,Jackie Ross,Jerk And Twine,False,6.0
925,The Dramatics,Get Up And Get Down,False,37.0
926,Lorenzo Lamas,Fools Like Me,,
927,Randy Houser,How Country Feels,False,68.0
928,Dee Dee Sharp,I Really Love You,False,38.0
929,Otis Redding,Just One More Day,False,43.0
930,People,I Love You,False,25.0
931,Paul Anka,Jubilation,,
932,Jerry Butler,I Only Have Eyes For You,False,2.0
933,Al Downing,I'll Be Holding On,,
934,Evelyn Thomas,High Energy,False,44.0
935,Alfonzo Hunter,Just The Way (Playas Play),,
936,Petey Pablo,Freek-A-Leek,,
937,Clarence Carter,I Can't Leave Your Love Alone,False,20.0
938,Bobby Byrd,"Hot Pants - I'm Coming, Coming, I'm Coming",False,41.0
939,Michael Redway,Good Morning,,
940,Cledus Maggard And The Citizen's Band,Kentucky Moonrunner,,
941,Bob Dylan,I Threw It All Away,False,44.0
942,Dick Feller,Makin' The Best Of A Bad Situation,False,0.0
943,Dobie Gray,If Love Must Go,,
944,Johnnie Taylor,Love Is Better In The A.M. (Part 1),,
945,Dante Thomas Featuring Pras,Miss California,,
946,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,Get Low,True,65.0
947,Chet Atkins,One Mint Julep,,
948,New Found Glory,My Friends Over You,False,66.0
949,Lady Antebellum,Love Don't Live Here,False,48.0
950,The Ready Set,Love Like Woe,False,57.0
951,Freddy Cannon,For Me And My Gal,False,1.0
952,Glen Campbell,One Last Time,False,10.0
953,Ja Rule,Holla Holla,True,44.0
954,Keyshia Cole Featuring Lil Wayne,Enough Of No Love,True,43.0
955,"The Corsairs Featuring Jay ""Bird"" Uzzell",I'll Take You Home,,
956,Jack Blanchard & Misty Morgan,Humphrey The Camel,False,8.0
